0	0	100	1
0	0	100	2
0	0	100	3
0	0	100	4
0	0	100	5
0	0	100	6
0	0	100	7
0	0	100	8
0	0	100	9
0	0	100	10
0	0	100	11
0	0	100	12
0	0	100	13
0	0	100	14
0	0	100	15
0	0	100	16
0	0	100	17
0	0	100	18
0	0	100	19
0	0	100	20
0	0	100	21
0	0	100	22
0	0	100	23
0	0	100	24
0	0	100	25
0	0	100	26
0	0	100	27
0	0	100	28
0	0	100	29
0	0	100	30
0	0	100	31
0	0	100	32
0	0	100	33
0	0	100	34
0	0	100	35
0	0	100	36
0	0	100	37
0	0	100	38
0	0	100	39
0	0	100	40
0	0	100	41
0	0	100	42
0	0	100	43
0	0	100	44
0	0	100	45
0	0	100	46
0	0	100	47
0	0	100	48
0	0	100	49
0	0	100	50
0	0	100	51
0	0	100	52
0	0	100	53
0	0	100	54
0	0	100	55
0	0	100	56
0	0	100	57
0	0	-3	58
0	0	-2	59
0	0	-1	60
4	1	0	61
0	0	1	62
0	0	2	63
0	0	3	64
0	0	4	65
0	0	5	66
0	0	6	67
0	0	7	68
0	0	8	69
0	0	-3	70
0	0	-2	71
0	0	-1	72
1	1	0	73
0	0	1	74
0	0	2	75
0	0	3	76
0	0	4	77
0	0	5	78
0	0	6	79
0	0	7	80
0	0	8	81
0	0	9	82
0	0	100	83
0	0	100	84
0	0	100	85
0	0	100	86
0	0	100	87
0	0	100	88
0	0	100	89
0	0	100	90
0	0	100	91
0	0	100	92
0	0	-3	93
0	0	-2	94
0	0	-1	95
2	1	0	96
0	0	1	97
0	0	2	98
0	0	3	99
0	0	4	100
0	0	5	101
0	0	6	102
0	0	7	103
0	0	8	104
0	0	-3	105
0	0	-2	106
0	0	-1	107
4	1	0	108
0	0	1	109
0	0	2	110
0	0	3	111
0	0	4	112
0	0	5	113
0	0	6	114
0	0	7	115
0	0	8	116
0	0	9	117
0	0	100	118
0	0	100	119
0	0	100	120
0	0	100	121
0	0	100	122
0	0	100	123
0	0	100	124
0	0	100	125
0	0	100	126
0	0	100	127
0	0	100	128
0	0	100	129
0	0	100	130
0	0	100	131
0	0	-3	132
0	0	-2	133
0	0	-1	134
5	1	0	135
0	0	1	136
0	0	2	137
0	0	3	138
0	0	4	139
0	0	5	140
0	0	6	141
0	0	7	142
0	0	8	143
0	0	9	144
0	0	100	145
0	0	100	146
0	0	100	147
0	0	100	148
0	0	100	149
0	0	100	150
0	0	100	151
0	0	100	152
0	0	-3	153
0	0	-2	154
0	0	-1	155
4	1	0	156
0	0	1	157
0	0	2	158
0	0	3	159
0	0	4	160
0	0	5	161
0	0	6	162
0	0	7	163
0	0	8	164
0	0	9	165
0	0	100	166
0	0	100	167
0	0	100	168
0	0	100	169
0	0	100	170
0	0	100	171
0	0	100	172
0	0	100	173
0	0	100	174
0	0	100	175
0	0	100	176
0	0	100	177
0	0	100	178
0	0	100	179
0	0	100	180
0	0	100	181
0	0	100	182
0	0	100	183
0	0	100	184
0	0	100	185
0	0	100	186
0	0	100	187
0	0	-3	188
0	0	-2	189
0	0	-1	190
3	1	0	191
0	0	1	192
0	0	2	193
0	0	3	194
0	0	4	195
0	0	5	196
0	0	6	197
0	0	7	198
0	0	8	199
0	0	9	200
0	0	100	201
0	0	100	202
0	0	100	203
0	0	100	204
0	0	100	205
0	0	-3	206
0	0	-2	207
0	0	-1	208
1	1	0	209
0	0	1	210
0	0	-3	211
0	0	-2	212
0	0	-1	213
2	1	0	214
0	0	1	215
0	0	2	216
0	0	-3	217
0	0	-2	218
0	0	-1	219
6	1	0	220
0	0	1	221
0	0	2	222
0	0	3	223
0	0	4	224
0	0	5	225
0	0	6	226
0	0	7	227
0	0	8	228
0	0	9	229
0	0	100	230
0	0	100	231
0	0	100	232
0	0	100	233
0	0	100	234
0	0	100	235
0	0	100	236
0	0	100	237
0	0	100	238
0	0	100	239
0	0	100	240
0	0	100	241
0	0	100	242
0	0	100	243
0	0	100	244
0	0	-3	245
0	0	-2	246
0	0	-1	247
5	1	0	248
0	0	1	249
0	0	2	250
0	0	3	251
0	0	4	252
0	0	5	253
0	0	6	254
0	0	7	255
0	0	8	256
0	0	9	257
0	0	100	258
0	0	100	259
