1	1	1	1
1	1	2	1
1	1	3	1
1	1	4	2
1	1	5	2
1	1	6	2
1	1	7	3
1	1	8	3
1	1	9	3
1	1	10	4
1	1	11	4
1	1	12	4
1	2	1	1
1	2	2	1
1	2	3	1
1	2	4	2
1	2	5	2	
1	2	6	2
1	2	7	3
1	2	8	3
1	2	9	3
1	2	10	4
1	2	11	4
1	2	12	4
1	3	1	1
1	3	2	1
1	3	3	1
1	3	4	2
1	3	5	2
1	3	6	2
1	3	7	3
1	3	8	3
1	3	9	3
1	3	10	4
1	3	11	4
1	3	12	4
2	1	1	1
2	1	2	1
2	1	3	1
2	1	4	2
2	1	5	2
2	1	6	2
2	1	7	3
2	1	8	3
2	1	9	3
2	1	10	4
2	1	11	4
2	1	12	4
2	2	1	1
2	2	2	1
2	3	3	1
2	2	4	2
2	2	5	2
2	2	6	2
2	2	7	3
2	2	8	3
2	2	9	3
2	2	10	4
2	2	11	4
2	2	12	4
2	3	1	1
2	3	2	1
2	3	3	1
2	3	4	2
2	3	5	2
2	3	6	2
2	3	7	3
2	3	8	3
2	3	9	3
2	3	10	4
2	3	11	4
2	3	12	4
