1	0	1
1	0	2
1	0	3
1	0	4
1	0	5
1	0	6
1	0	7
1	0	8
1	1	9
1	1	10
1	1	11
1	1	12
1	1	13
1	1	14
1	1	15
1	1	16
1	1	17
1	1	18
1	1	19
1	1	20
1	0	21
1	0	22
1	0	23
1	0	24
1	0	25
1	0	26
1	3	27
1	3	28
1	3	29
1	3	30
1	3	31
1	3	32
1	3	33
1	3	34
1	3	35
1	3	36
1	3	37
1	3	38
1	0	39
1	0	40
1	0	41
1	0	42
1	0	43
1	0	44
1	2	45
1	2	46
1	2	47
1	2	48
1	2	49
1	2	50
1	2	51
1	2	52
1	2	53
1	2	54
1	2	55
1	2	56
1	0	57
1	0	58
1	0	59
1	0	60
1	0	61
1	0	62
1	3	63
1	3	64
1	3	65
1	3	66
1	3	67
1	3	68
1	3	69
1	3	70
1	3	71
1	3	72
1	3	73
1	3	74
1	0	75
1	0	76
1	0	77
1	0	78
1	0	79
1	0	80
1	1	81
1	1	82
1	1	83
1	1	84
1	1	85
1	1	86
1	1	87
1	1	88
1	1	89
1	1	90
1	1	91
1	1	92
1	0	93
1	0	94
1	0	95
1	0	96
1	0	97
1	0	98
1	2	99
1	2	100
1	2	101
1	2	102
1	2	103
1	2	104
1	2	105
1	2	106
1	2	107
1	2	108
1	2	109
1	2	110
1	0	111
1	0	112
1	0	113
1	0	114
1	0	115
1	0	116
1	1	117
1	1	118
1	1	119
1	1	120
1	1	121
1	1	122
1	1	123
1	1	124
1	1	125
1	1	126
1	1	127
1	1	128
1	0	129
1	0	130
1	0	131
1	0	132
1	0	133
1	0	134
1	3	135
1	3	136
1	3	137
1	3	138
1	3	139
1	3	140
1	3	141
1	3	142
1	3	143
1	3	144
1	3	145
1	3	146
1	0	147
1	0	148
1	0	149
1	0	150
1	0	151
1	0	152
1	2	153
1	2	154
1	2	155
1	2	156
1	2	157
1	2	158
1	2	159
1	2	160
1	2	161
1	2	162
1	2	163
1	2	164
1	0	165
1	0	166
1	0	167
1	0	168
1	0	169
1	0	170
1	0	171
1	0	172
1	0	173
1	0	174
2	0	1
2	0	2
2	0	3
2	0	4
2	0	5
2	0	6
2	0	7
2	0	8
2	1	9
2	1	10
2	1	11
2	1	12
2	1	13
2	1	14
2	1	15
2	1	16
2	1	17
2	1	18
2	1	19
2	1	20
2	0	21
2	0	22
2	0	23
2	0	24
2	0	25
2	0	26
2	3	27
2	3	28
2	3	29
2	3	30
2	3	31
2	3	32
2	3	33
2	3	34
2	3	35
2	3	36
2	3	37
2	3	38
2	0	39
2	0	40
2	0	41
2	0	42
2	0	43
2	0	44
2	2	45
2	2	46
2	2	47
2	2	48
2	2	49
2	2	50
2	2	51
2	2	52
2	2	53
2	2	54
2	2	55
2	2	56
2	0	57
2	0	58
2	0	59
2	0	60
2	0	61
2	0	62
2	3	63
2	3	64
2	3	65
2	3	66
2	3	67
2	3	68
2	3	69
2	3	70
2	3	71
2	3	72
2	3	73
2	3	74
2	0	75
2	0	76
2	0	77
2	0	78
2	0	79
2	0	80
2	1	81
2	1	82
2	1	83
2	1	84
2	1	85
2	1	86
2	1	87
2	1	88
2	1	89
2	1	90
2	1	91
2	1	92
2	0	93
2	0	94
2	0	95
2	0	96
2	0	97
2	0	98
2	2	99
2	2	100
2	2	101
2	2	102
2	2	103
2	2	104
2	2	105
2	2	106
2	2	107
2	2	108
2	2	109
2	2	110
2	0	111
2	0	112
2	0	113
2	0	114
2	0	115
2	0	116
2	1	117
2	1	118
2	1	119
2	1	120
2	1	121
2	1	122
2	1	123
2	1	124
2	1	125
2	1	126
2	1	127
2	1	128
2	0	129
2	0	130
2	0	131
2	0	132
2	0	133
2	0	134
2	3	135
2	3	136
2	3	137
2	3	138
2	3	139
2	3	140
2	3	141
2	3	142
2	3	143
2	3	144
2	3	145
2	3	146
2	0	147
2	0	148
2	0	149
2	0	150
2	0	151
2	0	152
2	2	153
2	2	154
2	2	155
2	2	156
2	2	157
2	2	158
2	2	159
2	2	160
2	2	161
2	2	162
2	2	163
2	2	164
2	0	165
2	0	166
2	0	167
2	0	168
2	0	169
2	0	170
2	0	171
2	0	172
2	0	173
2	0	174
3	0	1
3	0	2
3	0	3
3	0	4
3	0	5
3	0	6
3	0	7
3	0	8
3	1	9
3	1	10
3	1	11
3	1	12
3	1	13
3	1	14
3	1	15
3	1	16
3	1	17
3	1	18
3	1	19
3	1	20
3	0	21
3	0	22
3	0	23
3	0	24
3	0	25
3	0	26
3	3	27
3	3	28
3	3	29
3	3	30
3	3	31
3	3	32
3	3	33
3	3	34
3	3	35
3	3	36
