0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
0	21
0	22
0	23
0	24
0	25
0	26
2	27
2	28
2	29
2	30
2	31
2	32
2	33
2	34
2	35
2	36
2	37
2	38
0	39
0	40
0	41
0	42
0	43
0	44
3	45
3	46
3	47
3	48
3	49
3	50
3	51
3	52
3	53
3	54
3	55
3	56
0	57
0	58
0	59
0	60
0	61
0	62
3	63
3	64
3	65
3	66
3	67
3	68
3	69
3	70
3	71
3	72
3	73
3	74
0	75
0	76
0	77
0	78
0	79
0	80
2	81
2	82
2	83
2	84
2	85
2	86
2	87
2	88
2	89
2	90
2	91
2	92
0	93
0	94
0	95
0	96
0	97
0	98
1	99
1	100
1	101
1	102
1	103
1	104
1	105
1	106
1	107
1	108
1	109
1	110
0	111
0	112
0	113
0	114
0	115
0	116
2	117
2	118
2	119
2	120
2	121
2	122
2	123
2	124
2	125
2	126
2	127
2	128
0	129
0	130
0	131
0	132
0	133
0	134
1	135
1	136
1	137
1	138
1	139
1	140
1	141
1	142
1	143
1	144
1	145
1	146
0	147
0	148
0	149
0	150
0	151
0	152
3	153
3	154
3	155
3	156
3	157
3	158
3	159
3	160
3	161
3	162
3	163
3	164
0	165
0	166
0	167
0	168
0	169
0	170
0	171
0	172
0	173
0	174
