0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
0	21
0	22
0	23
0	24
0	25
0	26
3	27
3	28
3	29
3	30
3	31
3	32
3	33
3	34
3	35
3	36
3	37
3	38
0	39
0	40
0	41
0	42
0	43
0	44
2	45
2	46
2	47
2	48
2	49
2	50
2	51
2	52
2	53
2	54
2	55
2	56
0	57
0	58
0	59
0	60
0	61
0	62
2	63
2	64
2	65
2	66
2	67
2	68
2	69
2	70
2	71
2	72
2	73
2	74
0	75
0	76
0	77
0	78
0	79
0	80
1	81
1	82
1	83
1	84
1	85
1	86
1	87
1	88
1	89
1	90
1	91
1	92
0	93
0	94
0	95
0	96
0	97
0	98
3	99
3	100
3	101
3	102
3	103
3	104
3	105
3	106
3	107
3	108
3	109
3	110
0	111
0	112
0	113
0	114
0	115
0	116
1	117
1	118
1	119
1	120
1	121
1	122
1	123
1	124
1	125
1	126
1	127
1	128
0	129
0	130
0	131
0	132
0	133
0	134
3	135
3	136
3	137
3	138
3	139
3	140
3	141
3	142
3	143
3	144
3	145
3	146
0	147
0	148
0	149
0	150
0	151
0	152
2	153
2	154
2	155
2	156
2	157
2	158
2	159
2	160
2	161
2	162
2	163
2	164
0	165
0	166
0	167
0	168
0	169
0	170
0	171
0	172
0	173
0	174
