3	0	1
3	0	2
3	0	3
3	0	4
3	0	5
3	0	6
3	0	7
3	0	8
3	1	9
3	1	10
3	1	11
3	1	12
3	1	13
3	1	14
3	1	15
3	1	16
3	1	17
3	1	18
3	1	19
3	1	20
3	0	21
3	0	22
3	0	23
3	0	24
3	0	25
3	0	26
3	3	27
3	3	28
3	3	29
3	3	30
3	3	31
3	3	32
3	3	33
3	3	34
3	3	35
3	3	36
3	3	37
3	3	38
3	0	39
3	0	40
3	0	41
3	0	42
3	0	43
3	0	44
3	2	45
3	2	46
3	2	47
3	2	48
3	2	49
3	2	50
3	2	51
3	2	52
3	2	53
3	2	54
3	2	55
3	2	56
3	0	57
3	0	58
3	0	59
3	0	60
3	0	61
3	0	62
3	3	63
3	3	64
3	3	65
3	3	66
3	3	67
3	3	68
3	3	69
3	3	70
3	3	71
3	3	72
3	3	73
3	3	74
3	0	75
3	0	76
3	0	77
3	0	78
3	0	79
3	0	80
3	1	81
3	1	82
3	1	83
3	1	84
3	1	85
3	1	86
3	1	87
3	1	88
3	1	89
3	1	90
3	1	91
3	1	92
3	0	93
3	0	94
3	0	95
3	0	96
3	0	97
3	0	98
3	2	99
3	2	100
3	2	101
3	2	102
3	2	103
3	2	104
3	2	105
3	2	106
3	2	107
3	2	108
3	2	109
3	2	110
3	0	111
3	0	112
3	0	113
3	0	114
3	0	115
3	0	116
3	1	117
3	1	118
3	1	119
3	1	120
3	1	121
3	1	122
3	1	123
3	1	124
3	1	125
3	1	126
3	1	127
3	1	128
3	0	129
3	0	130
3	0	131
3	0	132
3	0	133
3	0	134
3	3	135
3	3	136
3	3	137
3	3	138
3	3	139
3	3	140
3	3	141
3	3	142
3	3	143
3	3	144
3	3	145
3	3	146
3	0	147
3	0	148
3	0	149
3	0	150
3	0	151
3	0	152
3	2	153
3	2	154
3	2	155
3	2	156
3	2	157
3	2	158
3	2	159
3	2	160
3	2	161
3	2	162
3	2	163
3	2	164
3	0	165
3	0	166
3	0	167
3	0	168
3	0	169
3	0	170
3	0	171
3	0	172
3	0	173
3	0	174
