0	1	0
0	2	0
0	3	0
0	4	0
0	5	0
0	6	0
0	7	0
0	8	0
0	9	0
0	10	0
0	11	0
0	12	0
0	13	0
0	14	0
0	15	0
0	16	0
0	17	0
0	18	0
0	19	0
0	20	0
0	21	0
0	22	0
0	23	0
0	24	0
0	25	0
0	26	0
0	27	0
0	28	0
0	29	0
0	30	0
0	31	0
0	32	0
0	33	0
0	34	0
0	35	0
0	36	0
0	37	0
0	38	0
0	39	0
0	40	0
0	41	0
0	42	0
0	43	0
0	44	0
0	45	0
0	46	0
0	47	0
0	48	0
0	49	0
0	50	0
0	51	0
0	52	0
0	53	0
0	54	0
0	55	0
0	56	0
1	57	2
1	58	2
1	59	2
1	60	2
1	61	2
1	62	2
0	63	0
0	64	0
0	65	0
0	66	0
0	67	0
3	68	2
3	69	2
3	70	2
3	71	2
3	72	2
3	73	2
3	74	2
3	75	2
3	76	2
3	77	2
3	78	2
3	79	2
3	80	2
1	81	2
1	82	2
1	83	2
1	84	2
1	85	2
1	86	2
1	87	2
1	88	2
1	89	2
1	90	2
1	91	2
1	92	2
1	93	2
2	94	2
2	95	2
2	96	2
2	97	2
2	98	2
2	99	2
3	100	2
3	101	2
3	102	2
3	103	2
3	104	2
3	105	2
3	106	2
3	107	2
3	108	2
3	109	2
3	110	2
3	111	2
3	112	2
2	113	2
2	114	2
2	115	2
2	116	2
2	117	2
2	118	2
2	119	2
2	120	2
2	121	2
2	122	2
2	123	2
2	124	2
2	125	2
2	126	2
6	127	2
6	128	2
6	129	2
6	130	2
6	131	2
6	132	2
6	133	2
3	134	2
3	135	2
3	136	2
3	137	2
3	138	2
3	139	2
0	140	0
0	141	0
0	142	0
0	143	0
0	144	0
0	145	0
3	146	2
3	147	2
3	148	2
3	149	2
3	150	2
3	151	2
3	152	2
3	153	2
3	154	2
3	155	2
4	156	2
4	157	2
4	158	2
4	159	2
4	160	2
4	161	2
4	162	2
4	163	2
4	164	2
4	165	2
4	166	2
4	167	2
4	168	2
4	169	2
4	170	2
4	171	2
4	172	2
4	173	2
4	174	2
4	175	2
4	176	2
4	177	2
4	178	2
4	179	2
0	180	0
0	181	0
0	182	0
0	183	0
0	184	0
0	185	0
3	186	2
3	187	2
3	188	2
3	189	2
3	190	2
3	191	2
3	192	2
3	193	2
3	194	2
3	195	2
3	196	2
3	197	2
3	198	2
6	199	2
6	200	2
6	201	2
6	202	2
6	203	2
6	204	2
6	205	2
6	206	2
6	207	2
4	208	2
4	209	2
4	210	2
4	211	2
4	212	2
4	213	2
4	214	2
4	215	2
4	216	2
4	217	2
4	218	2
4	219	2
4	220	2
4	221	2
4	222	2
4	223	2
4	224	2
0	225	0
0	226	0
0	227	0
0	228	0
0	229	0
0	230	0
0	231	0
5	232	2
5	233	2
5	234	2
5	235	2
5	236	2
5	237	2
5	238	2
5	239	2
5	240	2
5	241	2
5	242	2
5	243	2
5	244	2
5	245	2
5	246	2
5	247	2
5	248	2
5	249	2
5	250	2
5	251	2
5	252	2
5	253	2
5	254	2
5	255	2
5	256	2
5	257	2
5	258	2
5	259	2
5	260	2
2	261	2
2	262	2
2	263	2
2	264	2
2	265	2
2	266	2
2	267	2
2	268	2
2	269	2
2	270	2
2	271	2
2	272	2
2	273	2
2	274	2
2	275	2
2	276	2
2	277	2
2	278	2
2	279	2
2	280	2
2	281	2
6	282	2
6	283	2
6	284	2
6	285	2
6	286	2
6	287	2
6	288	2
4	289	2
4	290	2
4	291	2
4	292	2
4	293	2
4	294	2
4	295	2
1	296	2
1	297	2
1	298	2
